Ob,X500.Level,ADJOE,ADJDE,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,X2P_O,X2P_D,X3P_O,X3P_D,WAB,YEAR,NCAA,Power.Rating,Adjusted.Tempo,W.P
1638,NO,101,104,48.6,53.6,18.6,17.2,21.8,30.9,26.7,31.4,50.1,54.1,31.4,35.1,-7.7,2021,NO,MEDIUM,72.5,0.172973091
1639,YES,110.5,101.3,51.6,49.4,17.3,18.6,26.5,29,38.8,30.9,53.2,47.9,32.5,34.7,-2.9,2020,NO,LARGE,65.8,0.54368447
1640,YES,104.2,104.6,50.5,47.6,18.3,18,34.5,30.8,38.9,38.6,52,45.1,31.8,34.2,-8.3,2014,NO,MEDIUM,65.8,0.313536419
1641,YES,114.6,89.5,50.8,44.2,16.5,18.4,33.9,25.8,42,32.5,49,42.1,36.9,32.3,8.2,2014,YES,LARGE,61.2,0.769227785
1642,NO,96.6,103.6,48.5,50.8,20.3,20.3,28,28.9,36.9,38.3,48.6,50.9,32.1,33.8,-11.6,2017,NO,MEDIUM,68.6,0.460764396
1643,YES,112.5,95.9,53.7,47.7,14.6,19.2,27.2,24.9,40.8,28,54.9,46.3,34.7,33.2,3.8,2019,YES,LARGE,70.8,0.753274281
1644,YES,111,102.5,50.8,53.2,15.5,22.9,31.8,31.2,35.8,35.6,51.1,52.2,33.5,36.7,-3.8,2013,NO,LARGE,70.4,0.492598015
1645,NO,107.5,103.8,50.7,50.8,19.8,18.8,27.4,35.5,36.5,48.7,49.2,52.7,35.2,31.2,-7.4,2015,NO,MEDIUM,67.7,0.367079202
1646,YES,108.2,101.3,52,48.5,21,17,30.5,28.6,43.9,37.1,51,48.4,36.3,32.5,-6.8,2016,NO,LARGE,71.8,0.42625951
1647,NO,107.4,113.5,51.6,54.7,16.3,17.3,25.2,32,30.4,29,49.4,52.4,37.3,38.7,-10.7,2020,NO,MEDIUM,70.3,0.478747913
1648,NO,98.6,107.4,48.1,51.7,18,15.3,26.7,28.3,28.2,36.3,46.5,53,33.8,33.3,-16.1,2019,NO,SMALL,67.6,0.047476473
1649,YES,96.5,106.6,50.4,51.4,20.3,21.6,27.3,29.7,31.5,43.2,51.9,52.3,31.8,33.2,-11.3,2018,NO,SMALL,69.8,0.464475075
1650,YES,109.1,101.4,51.8,48.3,17.9,16.6,27.7,26.5,40.5,41.9,51.5,47.1,34.8,34.2,-3.2,2017,NO,LARGE,70.5,0.565249981
1651,YES,125.9,98.6,53.8,49.3,14.6,18.5,35.2,31.3,38.8,40.8,50.3,50.3,39.5,30.7,6.5,2014,YES,LARGE,66.7,0.558329197
1652,YES,106.5,98.3,50.9,46,18.7,19.9,34,32.5,43,34.1,50.9,44.7,34,32.4,0.4,2014,YES,LARGE,67.2,0.692995006
1653,YES,103.1,87.5,46.6,43.5,18.6,21.1,35.7,29.7,36.2,25.7,45.9,42.3,32,30.6,1.3,2015,YES,LARGE,61.2,0.729880135
1654,YES,122.1,96.4,57.5,49.1,16.6,18.2,29.4,31.2,27,24.6,55.6,48.6,40.1,33.3,8.2,2018,YES,LARGE,69.9,0.695747605
1655,YES,100.9,104.6,50.5,55.7,18.3,23.9,28.6,33.9,31.9,38.2,50.3,54.8,33.8,39.1,-7.7,2013,NO,MEDIUM,67,0.460901567
1656,YES,101,101.2,47.6,49.6,20.1,18.9,33.1,27.8,34.4,30.6,48.7,50.9,30.4,31.5,-6.9,2020,NO,MEDIUM,66.9,0.443323556
1657,NO,96.7,113.9,46.5,54.1,17.2,15.3,22.7,31.9,32.6,33.2,46.8,53.6,30.4,37,-19.8,2014,NO,SMALL,66.3,0.066048589
1658,YES,111.6,93,49.3,48,17.2,21.5,34.6,31.6,28.2,27.1,46.3,46.3,37.2,34.4,2.5,2013,YES,LARGE,71.4,0.683767429
1659,YES,102.8,101.9,48.3,51,17.8,21.7,30.3,31.7,29.9,35.3,48.5,49.7,31.9,35.4,-7.5,2013,NO,MEDIUM,66.9,0.495439177
1660,YES,101.5,114.1,48.5,51.8,16.8,19.8,29.2,33.4,33.8,37.8,45.5,50.8,36.8,35.5,-12.8,2019,NO,SMALL,72.5,0.548751276
1661,NO,97.7,100.9,51.1,49.3,20.2,19.3,31.3,25.6,35.4,33.4,53.4,47.7,30.6,34.7,-8.7,2021,NO,MEDIUM,67.8,0.222673469
1662,YES,111.4,87.8,50.6,44.5,20.8,19.2,36.1,27.6,36.6,32.4,50.4,44.3,34.1,30.1,6.7,2013,YES,LARGE,64.4,0.662285795
1663,YES,106.1,94.4,48.8,49.1,17.9,22.3,26.5,28.6,32.4,34.2,49,48.8,32.3,33.1,0.9,2020,YES,LARGE,73,0.532548426
1664,YES,109.8,99.2,52.5,46.5,15.8,16.4,30.5,28.3,28.4,35,51.6,43.4,35.8,34.5,-2,2016,NO,LARGE,64.5,0.574714848
1665,NO,95.1,105.8,48.2,49.5,19.6,16.8,21.3,30.5,31.9,46.4,47.9,48.3,32.4,34.7,-16.3,2014,NO,SMALL,64.1,0.147588788
1666,NO,104.6,98.4,46,52,18.6,19.3,33.7,29.9,30,33.3,45.3,47.5,31.8,40.7,-5.4,2017,NO,LARGE,69.5,0.361787087
1667,NO,111.6,99.7,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,-3.9,2016,NO,LARGE,70.4,0.448766479
1668,YES,100.7,104.6,51.8,51.3,18.2,19.2,26.8,31.1,33.7,35.7,51.1,50.6,35.1,34.9,-8.8,2016,NO,MEDIUM,69.9,0.542438104
1669,YES,103.4,96.9,53.3,49.6,23.6,27.8,37.3,26.8,44,44.6,52.3,48.4,37.4,34.4,1.4,2020,YES,LARGE,71.9,0.868498133
1670,NO,108.6,99.2,50.8,49.4,18.8,18.8,26,30.9,35,40.8,52.1,49,32.4,33.5,-5.8,2015,NO,LARGE,63.9,0.284480204
1671,YES,110.2,98.1,54.8,48.4,17.8,19.6,26,23.8,36.3,27.9,53.8,48.5,37.5,32.1,-0.5,2019,NO,LARGE,74.4,0.751243412
1672,NO,94.1,106.1,46.1,48.7,23.7,17,33,34.5,38.1,27.7,43.8,48.2,33.7,33.1,-18.4,2013,NO,SMALL,64.1,0.091114132
1673,YES,118.4,96.2,52.3,48.9,16.1,20.2,34.1,30.5,40.3,32,52.6,46.1,34.4,36.2,6.7,2016,YES,LARGE,69,0.554310725
1674,NO,106.4,104.8,49.4,50.5,18.9,19.8,33.8,31.2,42.4,42.2,49.4,50.5,33,33.7,-11,2014,NO,MEDIUM,63.4,0.396055425
1675,NO,93,110.1,47.3,52.5,21,19,26,31.4,34.8,38.8,47.7,53.3,30.8,34.2,-15.8,2016,NO,SMALL,68.4,0.167844312
1676,NO,104.7,106.2,47,51.4,18.2,17.8,32.5,32.9,36.6,45,46,49.1,32.9,37.4,-9.9,2014,NO,MEDIUM,68.5,0.24643847
1677,YES,101.6,103.5,48.9,49.8,21.9,19.9,34.7,32.6,40,39.5,48.3,49.8,33.4,33.2,-7.3,2013,NO,MEDIUM,68.3,0.435631126
1678,YES,111.7,96.5,51.3,48,17,17,29.3,28.1,45,37,49.9,45.8,36.4,34.9,1.1,2014,YES,LARGE,67.2,0.618141435
1679,YES,100.1,107.6,48.8,48.9,16.9,16.9,28.7,29.7,33.8,35.7,49.1,48.2,32,33.3,-11.1,2018,NO,MEDIUM,72.8,0.356360199
1680,YES,105.2,104.3,49.6,51.1,17,18.1,27.1,28.6,40.9,42.9,47.1,50.2,35.9,35.1,-3.3,2014,NO,MEDIUM,65.1,0.56811443
1681,YES,114.4,95.8,51.3,48,14.8,18.8,31.9,31.3,33,25,48.7,48.7,37.4,31.3,2,2016,YES,LARGE,69.8,0.425240452
1682,YES,121.3,98.4,58.7,49.8,19.6,18.9,37.2,29.2,33.9,30.2,56.1,49,41.6,34.3,3.2,2016,YES,LARGE,69.5,0.750676697
1683,YES,98.1,107.5,49.7,50.8,21.9,17.6,30.5,28.5,39.1,31,49.6,49.9,33.3,34.5,-11.8,2020,NO,SMALL,63.1,0.398238727
1684,NO,104.1,101.9,51.6,53.2,20.1,17.2,25.6,24.2,29.6,39.6,49.1,53.2,37.4,35.4,-9.8,2017,NO,MEDIUM,72.5,0.169299069
1685,NO,96.1,108.2,49.7,51.6,18.3,17,25.9,26.7,30,32.4,48.1,48.2,34.8,38.7,-16,2018,NO,SMALL,67.4,0.376044829
1686,NO,91.9,100.5,48.6,47.9,20,20.4,18.5,32.5,43.8,27,51.6,49.1,30.3,30.8,-9.2,2021,NO,SMALL,77.1,0.328713165
1687,NO,95.8,114.2,51.1,53.5,18.5,12.6,20.4,31.2,37.1,27.1,50.4,55.9,34.6,33.9,-3.4,2021,NO,SMALL,70.8,0.175220157
1688,YES,121.3,95.2,54.4,51.7,16.8,24.6,31.6,32.8,30.9,36.4,51.7,51.4,38.1,34.8,6.1,2019,YES,LARGE,69.3,0.643376142
1689,YES,117.8,98.2,52.9,50.3,17.8,17.7,34.3,28.4,35.2,29.8,52,50,36.5,33.8,2.5,2018,YES,LARGE,70.7,0.642037466
1690,NO,100.4,109.3,48.7,51.6,18.9,15.9,25.7,30.5,39.8,37.8,46.7,47.8,35.2,39.2,-11.8,2014,NO,SMALL,67.3,0.306080593
1691,NO,95.7,117.1,47.1,55.7,18.8,18.2,26.8,35.3,30.9,44.4,45.6,55.2,34.1,37.7,-19,2014,NO,SMALL,68.4,0.013898919
1692,YES,101.4,98,48.7,50.3,17.6,19.3,30.3,22.9,29.3,28.6,48.5,48.4,32.7,35.7,-3.9,2021,NO,MEDIUM,68.2,0.562245548
1693,YES,117.7,96.9,54.6,50.8,15,19.6,27.2,27,37.1,37,54.5,51.3,36.6,33.3,5.5,2017,YES,LARGE,67.2,0.43177062
1694,YES,99.3,94.6,47.2,45.6,17.8,18.5,32.1,24.8,28.9,32.4,44.1,43.5,34.9,32.4,-1.8,2019,NO,LARGE,65.9,0.686630625
1695,NO,99.4,109.1,47.6,50.5,17.9,16,30.5,30.7,33.6,30.8,44,48.1,36.6,36.6,-17.9,2017,NO,SMALL,70.3,0.191821719
1696,YES,108,102.5,54.7,50.6,19,17.6,30.9,25,28.3,26.8,55.9,49.1,34.8,35,-6.1,2018,NO,LARGE,68.8,0.64565361
1697,YES,103.1,105.1,51.3,49.8,20,17.3,30,28.1,37.7,29.4,51.3,48.8,34.1,34.2,-9.4,2017,NO,MEDIUM,67.8,0.46854873
1698,YES,101.2,98.7,49.6,48.3,21.2,19.9,31.7,28.2,40,27.8,46.7,47.6,37,33.1,-4.5,2013,NO,MEDIUM,63.2,0.489422255
1699,NO,91.3,100.8,46.3,45.4,23.9,21.4,31.8,35,38.9,49,46.3,45.4,30.8,30.3,-12.5,2014,NO,SMALL,64.9,0.315142018
1700,NO,94.5,99.3,49.2,48.4,19.6,21.3,27.1,28.9,27.3,42.3,48.1,47.8,33.7,32.9,-13,2018,NO,MEDIUM,63.9,0.325907859
1701,NO,98.6,110.7,49.1,51.9,19.7,18,24.5,30.9,34.2,34.3,46.3,51.2,35.3,35.3,-13.4,2019,NO,SMALL,72,0.413925667
1702,NO,102.1,96.3,47.6,47.3,19.5,19.6,31,30.1,31.6,35.5,49.3,50.3,29.9,28.4,-4.1,2021,NO,LARGE,68.9,0.396626219
1703,YES,110.7,103.8,55.9,50.6,16.9,16.8,26,22.6,41.8,25,53.8,49.9,39.9,34.6,-0.9,2018,NO,LARGE,65.2,0.73951026
1704,YES,101.3,99.7,46.9,48.8,18,20.2,26.9,30.5,40.7,42.3,47.5,46.2,30.8,35.4,-7,2014,NO,MEDIUM,68.5,0.490375951
1705,YES,123.5,95.7,54.6,48.3,13.3,16.3,30.7,28.6,32,22.6,52.4,45.8,38.6,34.8,5.6,2021,YES,LARGE,70,0.564670333
1706,YES,106.8,95.2,45.9,46.2,19.1,19.8,37.4,32.3,37.4,33,45.7,46.9,31,29.7,-2.7,2013,NO,LARGE,66.1,0.440472316
1707,YES,108.8,91.6,48.5,48.7,20.5,19.3,41.2,26.3,34.9,27.1,48.9,46.8,31.7,34.4,2.3,2021,YES,LARGE,71.8,0.4404977
1708,NO,101.4,103.1,45.1,48.4,18.6,10.2,33.5,22.8,34.4,30,45.7,46,29.2,35.3,-11.6,2016,NO,MEDIUM,68.6,0.292829571
1709,NO,96.7,110.2,51.7,52,23.2,18.1,28.9,35.3,37.4,29.3,48.8,51.8,38.1,34.9,-18.5,2013,NO,SMALL,69.2,0.16885059
1710,YES,104.8,99,50.6,49.3,20,15.1,29.3,26.3,33.3,34,48.8,46.6,35.8,35.7,-4.5,2018,NO,LARGE,69.2,0.36304592
1711,YES,108.1,103.8,53.6,48.6,17.8,18,32.4,30.4,33.4,29.8,52.6,48.1,37,33.1,-1,2016,NO,LARGE,69,0.576457387
1712,NO,103.6,104.6,50,51.1,18,20.9,29.4,32.7,34.9,37,48,48.7,35.7,36.6,-10.9,2013,NO,MEDIUM,64.1,0.35573763
1713,NO,100.8,112.6,49.9,52.6,18.4,15.7,21.6,32.9,37.9,37,49.9,50.5,33.3,37.7,-17.8,2017,NO,SMALL,68.6,0.183655951
1714,NO,107.7,94.7,48.3,48.6,17.2,16.8,29.1,29.9,31.6,30.1,48.5,50.6,32,29.7,-1.8,2021,NO,LARGE,66.7,0.414479905
1715,NO,98.5,109.7,45.6,53.7,20.6,18.1,32,29.5,41.2,36.3,42.3,52.1,35.1,37.9,-15.9,2015,NO,SMALL,65.2,0.166768555
1716,YES,113,93.2,49.6,46.2,20.9,19.5,38.4,33.1,40.9,31.7,51.6,44.9,29.6,32.3,4.5,2013,YES,LARGE,64.6,0.670629522
1717,NO,110.4,103.9,48.3,51.5,15.9,17.3,31.3,30.7,33.8,36.9,48.7,48.1,31.9,37.8,-7,2018,NO,LARGE,71,0.169908557
1718,NO,100.8,98.2,44.7,47.5,19.7,18.9,37.5,30.1,31.2,31.2,44.5,46.6,30.2,32.7,-5.7,2017,NO,MEDIUM,67.9,0.324577746
1719,YES,101.8,107,52.7,51.1,18.1,18.1,24.9,28.5,31.2,33.4,53.6,50.8,34.4,34.4,-9,2018,NO,MEDIUM,67.7,0.507565835
1720,YES,103.2,95.6,48.9,50.1,16.5,24.9,33.2,26.8,25,36.8,49.5,48,32.1,35.6,-2.5,2020,NO,LARGE,67.5,0.691577714
1721,NO,107.1,108,52.1,55.4,16.9,19,23.4,28.3,29.7,31.4,53.2,55.3,33.4,37.2,-11.4,2018,NO,MEDIUM,69.1,0.379265038
1722,YES,100,101.2,49.5,49.8,19.3,24.8,29.4,34.1,25.8,39.7,49.1,50.8,33.4,31.8,-4.7,2020,NO,MEDIUM,68.8,0.749536969
1723,NO,97.6,114.3,50.2,56.5,19.3,18.2,22,32.4,38.1,34.2,48.2,54.3,35.6,39.9,-20.1,2017,NO,SMALL,70.3,0.110318329
1724,NO,101.1,102.4,51,51.8,21.9,18.6,27.3,27.8,34.8,38.2,54.4,53.7,29.7,33.1,-11.6,2020,NO,MEDIUM,62.9,0.209674279
1725,NO,97.7,99.6,46.4,53.3,18.1,18.2,20.9,25.6,25.6,33.8,46.8,51.2,30.4,38.5,-6.2,2021,NO,MEDIUM,70.2,0.177648759
1726,NO,105.9,98.5,50.1,49.3,21.6,19.5,28.2,31.5,30.7,33.6,47.9,49.4,35.5,32.7,-3.1,2021,NO,LARGE,66.9,0.402624986
1727,YES,99.6,99.3,51.8,49.7,20.1,22.7,28.6,26.5,27.1,33.3,49.1,47.5,39.4,35.2,-4.4,2021,NO,MEDIUM,62.9,0.63649922
1728,NO,94.8,109.5,48.8,52.2,18.6,17.1,23.5,28.2,30.8,32.2,47.1,51.3,34.4,35.7,-15.3,2017,NO,SMALL,67.2,0.235895379
1729,NO,95.8,104.5,48,49.1,19.8,15.2,26.2,27,27.6,33,46.1,46.9,34.2,35.5,-14,2013,NO,SMALL,67.2,0.323699341
1730,YES,98,100.4,47.9,47.2,19.9,21.4,30,33.6,41,37.2,46.7,44.3,33.8,34.2,-9,2015,NO,MEDIUM,63.9,0.528584444
1731,YES,102.7,101,51.7,50.1,19.2,17.9,23.5,23.3,30.4,30.5,51.3,46.3,34.9,37.2,-6.1,2020,NO,MEDIUM,67.7,0.41137278
1732,YES,103.8,97.1,53.1,49.7,20.7,25.9,32,28.5,40.5,50.3,51.7,47.4,37.4,35.6,-1.8,2018,NO,LARGE,72.1,0.861703703
1733,NO,101.4,98.3,47.6,49.2,20.2,21,31.5,34,34.4,36.9,46.3,49,33.2,33,-5.6,2015,NO,MEDIUM,65.7,0.257594599
1734,YES,109.3,92.9,48.7,45.1,16.1,17.6,29.7,30.2,39.6,29.2,47.5,44.5,34.3,30.9,3.7,2017,YES,LARGE,70.9,0.673870893
1735,YES,103.3,104.5,52.3,46.4,20.5,19,28.8,33.8,39,44.1,49.8,44.6,37.1,33.1,-6.2,2015,NO,MEDIUM,67.1,0.557253439
1736,NO,100.5,111.4,49.3,53.3,19.5,17.2,30.3,31.2,44.1,42.5,49.8,52.7,32.2,36.2,-14.7,2016,NO,SMALL,70.7,0.122723345
1737,YES,107.6,108.5,54.6,52.2,15.1,14.9,19.3,22.1,40.8,32.2,52.9,50.7,38.8,36.6,-7.1,2020,NO,MEDIUM,69.8,0.650343363
1738,YES,114.3,91.5,50.3,45.8,15,21.3,34.5,27.4,36.2,36.6,48.9,42.6,35.4,35.3,4.2,2015,YES,LARGE,62.6,0.848222736
1739,NO,108.3,100,48.1,52,17.1,18.3,31.5,27.8,37.8,38.1,46.6,51.4,33.6,35.4,-4.2,2016,NO,LARGE,68.9,0.299315385
1740,NO,99.9,105.3,47.6,51.1,19,18.9,28.9,33,40.8,30.2,46.3,51.6,33.8,33.5,-11.8,2019,NO,MEDIUM,73,0.399653855
1741,NO,100.2,104.4,48.1,49.8,22.9,19.2,37.6,36.1,45,38.4,49.1,47.3,30.9,37.1,-11.4,2013,NO,MEDIUM,68.1,0.179613664
1742,NO,92.6,111.7,45.7,53,21.9,20.5,27.5,34.1,31.1,36,46.8,53.2,29.1,35,-17.8,2020,NO,SMALL,66.1,0.198613161
1743,YES,105.5,101.5,51.5,48.7,20.7,18.7,34.3,32.8,41,25.9,51.4,49.5,34.5,31.3,-4.2,2013,NO,LARGE,66,0.571810812
1744,YES,106.1,103.7,49.3,48.6,18.7,14.2,31.6,24.5,39.7,27.7,48.5,48.4,34.2,32.7,-5.2,2017,NO,MEDIUM,70,0.593319679
1745,YES,93.5,105.3,47.4,48,20.5,16.7,29.7,28.9,38,38.4,46.1,45.4,33.2,34.7,-10.9,2017,NO,SMALL,69.8,0.395297224
1746,YES,114.5,102.7,54.8,48.8,16.5,18.1,31.9,29.1,29.9,39.5,54.3,48.4,37.1,33.1,-1.3,2018,NO,LARGE,73.8,0.572616771
1747,YES,103.8,101.3,51.7,47.9,20.4,21.3,30.2,35.5,29.3,30.5,52.1,50.6,34.1,28.6,-6.2,2020,NO,MEDIUM,72.2,0.337901135
1748,NO,95,107.6,47.5,51.2,22.4,15.1,33.8,26.9,29.5,30,44.6,49.9,34.6,35.9,-11.8,2017,NO,SMALL,65.6,0.299921219
1749,NO,106.8,107,54.3,53,18.4,17.2,25.7,32.5,35.7,28,52.3,53.2,37.9,35.2,-10.3,2019,NO,MEDIUM,69.8,0.444295217
1750,YES,100.8,101.1,49.5,46.5,18,20.2,29.7,31.9,33.4,31,52.4,47.7,30.6,29.6,-4.2,2020,NO,MEDIUM,65.6,0.768925103
1751,YES,98.5,97.2,50.4,48,20.3,20.9,24.5,27.5,36.7,31.3,50.2,50.1,33.8,30,-5.7,2019,NO,MEDIUM,72.4,0.547578633
1752,YES,105.9,98.6,51.1,51.1,17.8,19.2,25.5,22.6,36,29.8,51.6,54.9,33.6,30.1,-2.4,2020,NO,LARGE,69.1,0.521142077
1753,NO,100.7,113.7,51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,48.2,51.8,37.8,33.7,-13.2,2017,NO,SMALL,73.1,0.271517483
1754,YES,105.9,102.5,55.4,50.2,19.8,18.6,23.2,24.1,32,28.1,53.4,49,39.2,34.8,-6.2,2017,NO,MEDIUM,71,0.567510951
1755,NO,104,107.5,48.1,52.2,17,18.2,26.7,26.4,26.4,38,45.5,51.6,34.4,35.4,-12.2,2020,NO,MEDIUM,72.9,0.387504687
1756,YES,128.4,94.1,59.5,48.5,15,18.2,29.6,27.1,29.4,26.7,59,49,40.1,31.7,10.6,2018,YES,LARGE,69.6,0.839069371
1757,YES,116.1,100.6,52.7,51.5,17.2,18.4,29.8,29.4,42.3,28.8,51.4,53.5,36.4,32.4,3.2,2019,YES,LARGE,70.9,0.521596452
1758,NO,100.6,103.8,49.5,49.8,20,20.1,35.4,30.2,34.3,35.4,48.6,48.7,34.3,34.5,-11.3,2013,NO,MEDIUM,66.2,0.414954313
1759,NO,99.7,99.2,46.5,50.5,19.6,20.8,25.4,30.7,29.1,29.9,46.7,50.8,30.8,33.4,-7,2020,NO,MEDIUM,69.3,0.266733497
1760,YES,99.9,104.5,49,49,19.6,18.1,33,27.1,37,35.9,48.7,48,33.2,33.7,-10.1,2017,NO,MEDIUM,73.5,0.375966175
1761,YES,107.5,96.3,52.3,46.4,18.5,18.1,28.3,30,35.9,26.6,52.5,44.5,34.6,33.7,-1.7,2013,NO,LARGE,66.2,0.454553299
1762,YES,104.7,93.1,49.6,42.5,15.1,14.1,29.3,24.3,35.7,29.4,48.3,41.1,35.8,30.5,1,2013,YES,LARGE,63.4,0.814596726
1763,NO,96.5,104.4,45.4,49.6,19.5,16.4,29.7,30,31.7,36.8,44.5,46.6,31.4,36.9,-12.2,2015,NO,SMALL,61.9,0.277160423
1764,NO,99.1,105,49.4,53.1,19.4,20.6,25.9,29.6,38.7,42.5,48.3,53.7,34.4,34.9,-12.2,2015,NO,MEDIUM,65.4,0.351899599
1765,YES,116.6,88.9,51.6,45.8,16.9,21,32.1,29.5,40.2,34,50.3,45.7,35.9,30.5,6.4,2017,YES,LARGE,70.2,0.601135464
1766,NO,98.8,111.4,49.9,53.3,21.7,15.8,27.7,27,33.8,30.7,48.1,53.7,35.2,35.1,-14.7,2017,NO,SMALL,68.7,0.109969877
1767,YES,114.8,91.3,52.6,43.3,18.1,15.8,32.8,26,30.8,29.3,52.9,43.4,34.8,28.7,5.2,2020,YES,LARGE,69.3,0.477608323
1768,YES,109.4,102.5,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,-0.2,2017,NO,LARGE,69.1,0.644842977
1769,NO,94.5,113.6,49.2,55.5,20.8,21,27.9,32.3,32,38,48.3,55.6,33.9,36.9,-17.4,2016,NO,SMALL,77.8,0.257355553
1770,YES,98.4,102.4,48.9,49.6,19.4,18.2,22.7,29.1,35.9,40.4,46.5,50.2,36.6,32.4,-8.6,2021,NO,MEDIUM,65.9,0.568310782
1771,NO,95,108.1,46.8,54.4,21.7,21,29,32.7,31.8,36.1,45.3,54.3,33,36.3,-11.7,2018,NO,SMALL,70.8,0.350252051
1772,NO,95.8,108.6,48.4,52.6,18.8,18.6,22.8,30.1,25.3,28.8,48.9,53.8,31.8,33.7,-13.5,2020,NO,SMALL,66.9,0.307343979
1773,YES,105.6,96.7,49.4,46.6,18.8,17.1,30.2,29.1,36,30.4,49,44.5,33.4,33.4,-1.1,2016,NO,LARGE,68.5,0.539612312
1774,YES,93,104.8,47.6,48.5,20.3,20,28.1,29.2,38.8,36.4,48.6,47.7,30,33.2,-10.9,2020,NO,SMALL,68.5,0.587108337
1775,YES,115.7,102.1,53.8,50.6,14.7,20.4,28,30.6,41.3,32.7,53.2,50.2,36.4,34.2,-1.2,2018,NO,LARGE,72.7,0.520932055
1776,YES,104.6,99.2,52.2,47.6,17.3,18.4,34.8,26,32.2,27.6,50.7,45.8,37.2,34.1,-1.1,2016,NO,LARGE,67.8,0.742695805
1777,YES,106.2,107.8,48.9,50.8,14.6,16.3,28.1,26.6,34.8,35.9,47.5,50.5,34.1,34.2,-11.4,2019,NO,MEDIUM,72.5,0.291532907
1778,NO,98.5,107.5,48.2,52.2,18.7,15.1,23.6,25.5,35.5,36.5,45,50.9,34.7,36.3,-10,2017,NO,SMALL,64.7,0.366320742
1779,NO,97.3,99.3,44.7,47.2,18.6,17.8,27.3,25.8,41.5,43.9,44.7,46.5,29.9,32.4,-8.9,2016,NO,MEDIUM,71.2,0.247097311
1780,NO,102.8,108.5,48.7,55.4,17.8,18.7,30,33.6,33.2,21.3,47.7,55,33.3,37.3,-11.5,2021,NO,MEDIUM,70.3,0.344778816
1781,YES,112.6,93.5,51.3,47.1,19.2,20.2,34.3,31,43.9,44.1,50.5,43.1,35.3,36.2,3.7,2015,YES,LARGE,64.6,0.610873308
1782,YES,105.1,91,51.1,44.4,20.7,23.6,36.5,29,41.4,42.8,49.2,43.9,37.7,30.3,0.7,2013,YES,LARGE,64.9,0.809721269
1783,YES,94.3,97.6,46.2,44.9,21.1,22,33.7,36,40,38.5,45.2,45.3,32.5,29.3,-6.2,2013,NO,MEDIUM,68.5,0.572210378
1784,NO,94.7,106.3,45.8,50.4,17.8,19,30.1,31.2,37.2,27.7,44.1,48.8,33,35.4,-11.8,2013,NO,SMALL,63,0.339543293
1785,NO,108,107.6,54.1,53.1,15.3,18.5,19.1,29.9,30.7,28.7,55.5,54,34.7,34.4,-13.5,2019,NO,MEDIUM,67.2,0.32101402
1786,NO,104.1,98.3,51.1,48.1,19,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,-5.3,2017,NO,LARGE,70.2,0.272806572
1787,YES,103.6,101.9,50.1,52.4,18.2,22.4,32.4,24.9,33,32.5,50.6,53.7,32.7,33.5,-0.5,2021,NO,MEDIUM,66.7,0.773696172
1788,YES,108.9,100.4,52.5,48.9,18.7,20.1,32.6,29.8,34.6,36.6,54.7,49.4,33,32.2,-1.1,2017,NO,LARGE,71.8,0.751032123
1789,NO,95.3,104.2,40.8,47.6,21.9,15.7,39.8,31.9,39.9,40.7,41.4,45.7,25.8,34.1,-14.8,2015,NO,SMALL,64.1,0.145603232
1790,NO,101.6,110,49.8,53.1,17.9,18.3,24.5,29.9,26.8,31.8,50.5,52.3,32.5,36.1,-14.1,2020,NO,SMALL,65,0.227437093
1791,YES,102.1,102.1,52.2,46.8,19.9,16.5,28,26.3,34.8,38.6,49.9,43.7,36.9,35.1,-8.3,2016,NO,MEDIUM,66.2,0.368598356
1792,YES,100.8,97.9,49.6,50.4,20.6,26.1,28.8,29.5,41.1,48.9,51,52.3,31.5,30.9,-6.5,2020,NO,MEDIUM,68.2,0.614698187
1793,YES,110.7,106,50.4,49.4,13.4,16.8,29.1,32.8,43.9,38,49.5,49.6,34.7,32.7,-1.4,2014,NO,LARGE,72.3,0.573711303
1794,NO,93.7,107.2,47.6,51.8,21.1,15.8,24.1,26.3,30.5,29.3,46.8,53.6,33.3,32.7,-19.1,2020,NO,SMALL,68.7,0.198420291
1795,YES,117.9,96.6,51.2,49.9,17.9,20.1,36.7,30.8,37.1,33.1,52.9,49.4,31.9,33.7,7.3,2019,YES,LARGE,71.2,0.739195206
1796,NO,107.9,100,48.8,50,18.3,17.5,34.5,26,36.9,33.3,47.8,51.1,33.9,32.3,-4,2021,NO,LARGE,68.7,0.383566442
1797,YES,95.2,101.6,47.4,47.8,20.2,23.7,27.9,28.1,40.5,49.2,48.1,50.6,30.3,28.7,-7.5,2020,NO,MEDIUM,70.6,0.62848975
1798,YES,95.9,96.7,49.1,41.9,16.8,20.2,26.2,31.1,40.3,34.9,46,40.5,36.7,30,-5.7,2013,NO,MEDIUM,65,0.560713904
1799,NO,101.1,111,50.5,53.6,18.6,20.5,27,31.9,31.4,36.9,52,53.3,32.4,36,-11.7,2019,NO,SMALL,69.2,0.215125406
